Correction base date,Latitude,Longitude,Distance from FDNPP(km),Value (microSv/hr),,,Basic Grid Square,MeshID_250m,MeshID_100m,MeshID_50m,MeshID_20m
4/6/2011,37.631535,140.658079,40.451306,1.3,,,5640_3552,5640_3552_43,5640_3552_76,5640_3552_76_3,5640_3552_76_42
4/6/2011,37.681222,140.590417,48.517891,1.4,,,5640_4417,5640_4417_31,5640_4417_72,5640_4417_72_1,5640_4417_72_21
4/6/2011,37.665472,140.63325,44.445336,1.4,,,5640_3590,5640_3590_43,5640_3590_86,5640_3590_86_4,5640_3590_86_23
4/6/2011,37.648083,140.567917,48.120038,1.1,,,5640_3475,5640_3475_34,5640_3475_74,5640_3475_74_3,5640_3475_74_31
4/6/2011,37.694194,140.560306,51.512503,0.5,,,5640_4434,5640_4434_24,5640_4434_38,5640_4434_38_1,5640_4434_38_01
4/6/2011,37.672694,140.6495,43.818879,0.68,,,5640_4501,5640_4501_42,5640_4501_79,5640_4501_79_2,5640_4501_79_12
4/6/2011,37.580722,140.638361,39.045273,2,,,5640_2591,5640_2591_31,5640_2591_60,5640_2591_60_4,5640_2591_60_43
4/6/2011,37.664444,140.588889,47.550694,1.1,,,5640_3497,5640_3497_31,5640_3497_71,5640_3497_71_1,5640_3497_71_10
4/6/2011,37.611389,140.680833,37.528819,4,,,5640_3534,5640_3534_14,5640_3534_34,5640_3534_34_4,5640_3534_34_33
4/6/2011,37.563167,140.679778,34.901153,0.99,,,5640_2574,5640_2574_32,5640_2574_53,5640_2574_53_4,5640_2574_53_44
4/6/2011,37.646333,140.5875,46.548789,1.2,,,5640_3477,5640_3477_31,5640_3477_50,5640_3477_50_3,5640_3477_50_20
4/6/2011,37.695674,140.601453,48.718613,1,,,5640_4438,5640_4438_13,5640_4438_41,5640_4438_41_3,5640_4438_41_40
4/6/2011,37.590917,140.642583,39.239495,1.2,,,5640_3501,5640_3501_34,5640_3501_94,5640_3501_94_1,5640_3501_94_00
4/6/2011,37.683586,140.618161,46.730299,0.82,,,5640_4429,5640_4429_12,5640_4429_04,5640_4429_04_2,5640_4429_04_12
4/6/2011,37.649167,140.657222,41.666072,1.5,,,5640_3572,5640_3572_43,5640_3572_95,5640_3572_95_2,5640_3572_95_03
4/6/2011,37.610833,140.656667,39.28262,3.3,,,5640_3532,5640_3532_23,5640_3532_25,5640_3532_25_3,5640_3532_25_41
4/6/2011,37.666111,140.565556,49.364622,1.1,,,5640_3495,5640_3495_33,5640_3495_92,5640_3495_92_1,5640_3495_92_12
4/6/2011,37.702611,140.562167,51.933084,1,,,5640_4444,5640_4444_24,5640_4444_39,5640_4444_39_2,5640_4444_39_03
4/6/2011,37.627611,140.593778,44.994916,0.79,,,5640_3457,5640_3457_23,5640_3457_35,5640_3457_35_1,5640_3457_35_00
4/6/2011,37.696722,140.608861,48.282248,1.4,,,5640_4438,5640_4438_41,5640_4438_67,5640_4438_67_1,5640_4438_67_00
4/6/2011,37.68325,140.657611,44.029842,1.5,,,5640_4512,5640_4512_43,5640_4512_96,5640_4512_96_3,5640_4512_96_40
4/6/2011,37.592944,140.658861,38.093494,1.7,,,5640_3512,5640_3512_21,5640_3512_17,5640_3512_17_3,5640_3512_17_20
4/6/2011,37.600059,140.636063,40.234201,2,,,5640_3520,5640_3520_22,5640_3520_08,5640_3520_08_2,5640_3520_08_04
4/6/2011,37.631861,140.63375,42.247592,1.5,,,5640_3550,5640_3550_43,5640_3550_87,5640_3550_87_1,5640_3550_87_10
4/6/2011,37.630806,140.608639,44.053591,1.3,,,5640_3458,5640_3458_41,5640_3458_66,5640_3458_66_4,5640_3458_66_44
4/6/2011,37.682222,140.565556,50.365896,0.72,,,5640_4415,5640_4415_33,5640_4415_82,5640_4415_82_3,5640_4415_82_32
4/6/2011,37.56825,140.695972,33.894651,1.8,,,5640_2585,5640_2585_21,5640_2585_16,5640_2585_16_4,5640_2585_16_43
4/6/2011,37.702861,140.608833,48.716644,1.5,,,5640_4448,5640_4448_23,5640_4448_37,5640_4448_37_1,5640_4448_37_20
4/6/2011,37.614824,140.626291,41.801703,3.1,,,5640_3530,5640_3530_33,5640_3530_71,5640_3530_71_3,5640_3530_71_30
4/6/2011,37.698,140.540139,53.206659,1.3,,,5640_4433,5640_4433_33,5640_4433_72,5640_4433_72_3,5640_4433_72_20
4/6/2011,37.647333,140.633917,43.204561,1.4,,,5640_3570,5640_3570_41,5640_3570_67,5640_3570_67_3,5640_3570_67_30
4/6/2011,37.591056,140.678444,36.495181,1.5,,,5640_3504,5640_3504_34,5640_3504_92,5640_3504_92_2,5640_3504_92_13
4/6/2011,37.582991,140.718651,33.005456,5.7,,,5640_2597,5640_2597_34,5640_2597_94,5640_2597_94_4,5640_2597_94_24
4/6/2011,37.662639,140.608444,46.020829,1,,,5640_3498,5640_3498_41,5640_3498_56,5640_3498_56_2,5640_3498_56_03
4/6/2011,37.684667,140.639583,45.340511,0.78,,,5640_4521,5640_4521_11,5640_4521_11,5640_4521_11_4,5640_4521_11_33
4/6/2011,37.649639,140.612361,44.913807,0.98,,,5640_3478,5640_3478_44,5640_3478_99,5640_3478_99_4,5640_3478_99_24
4/6/2011,37.594417,140.701194,34.989003,4.1,,,5640_3516,5640_3516_13,5640_3516_30,5640_3516_30_2,5640_3516_30_14
4/6/2011,37.703278,140.631333,47.237944,1,,,5640_4540,5640_4540_23,5640_4540_35,5640_4540_35_3,5640_4540_35_40
5/6/2011,37.508472,140.454278,52.02845,1.9,,,5640_2316,5640_2316_12,5640_2316_03,5640_2316_03_1,5640_2316_03_02
5/6/2011,37.580772,140.336884,63.96998,0.51,,,5640_2296,5640_2296_42,5640_2296_69,5640_2296_69_4,5640_2296_69_42
5/6/2011,37.507667,140.3715,59.226222,0.8,,,5640_2209,5640_2209_43,5640_2209_97,5640_2209_97_1,5640_2209_97_10
5/6/2011,37.639307,140.365942,63.653305,0.55,,,5640_3269,5640_3269_32,5640_3269_72,5640_3269_72_2,5640_3269_72_03
5/6/2011,37.544833,140.498194,49.170512,2.4,,,5640_2359,5640_2359_24,5640_2359_38,5640_2359_38_4,5640_2359_38_32
5/6/2011,37.519889,140.458556,51.904067,2.1,,,5640_2326,5640_2326_23,5640_2326_36,5640_2326_36_4,5640_2326_36_44
5/6/2011,37.547306,140.634944,37.802552,0.93,,,5640_2550,5640_2550_42,5640_2550_67,5640_2550_67_4,5640_2550_67_34
5/6/2011,37.557278,140.351083,62.090179,0.87,,,5640_2268,5640_2268_33,5640_2268_80,5640_2268_80_4,5640_2268_80_34
5/6/2011,37.847944,140.528417,64.930105,1.5,,,5640_6412,5640_6412_34,5640_6412_72,5640_6412_72_4,5640_6412_72_23
5/6/2011,37.542417,140.505278,48.494915,2.3,,,5640_2450,5640_2450_12,5640_2450_04,5640_2450_04_3,5640_2450_04_41
5/6/2011,37.485833,140.358139,60.066384,1.2,,,5640_1288,5640_1288_23,5640_1288_26,5640_1288_26_4,5640_1288_26_42
5/6/2011,37.261889,140.616639,40.872562,0.29,,,5540_7419,5540_7419_14,5540_7419_43,5540_7419_43_1,5540_7419_43_11
5/6/2011,37.758781,140.480869,61.409443,1.7,,,5640_5318,5640_5318_12,5640_5318_04,5640_5318_04_4,5640_5318_04_23
5/6/2011,37.519972,140.476111,50.388821,1.9,,,5640_2328,5640_2328_13,5640_2328_30,5640_2328_30_4,5640_2328_30_44
5/6/2011,37.042111,140.506972,62.824994,0.23,,,5540_4450,5540_4450_21,5540_4450_05,5540_4450_05_4,5540_4450_05_22
5/6/2011,37.861278,140.536333,65.545065,1.4,,,5640_6432,5640_6432_24,5640_6432_39,5640_6432_39_3,5640_6432_39_20
5/6/2011,37.556,140.382639,59.351225,1.6,,,5640_2360,5640_2360_41,5640_2360_76,5640_2360_76_1,5640_2360_76_00
5/6/2011,37.029639,140.385556,72.017647,0.37,,,5540_4330,5540_4330_42,5540_4330_58,5540_4330_58_3,5540_4330_58_22
5/6/2011,37.808778,140.389806,71.154428,0.9,,,5640_5371,5640_5371_11,5640_5371_01,5640_5371_01_4,5640_5371_01_24
5/6/2011,37.838333,140.372556,74.359475,0.81,,,5640_6209,5640_6209_42,5640_6209_58,5640_6209_58_3,5640_6209_58_40
5/6/2011,37.527778,140.5165,47.113923,2.1,,,5640_2431,5640_2431_14,5640_2431_33,5640_2431_33_1,5640_2431_33_11
5/6/2011,36.988262,140.410209,73.229217,0.2,,,5540_3382,5540_3382_42,5540_3382_58,5540_3382_58_3,5540_3382_58_40
5/6/2011,37.051833,140.94025,41.848399,0.33,,,5540_4765,5540_4765_11,5540_4765_22,5540_4765_22_1,5540_4765_22_00
5/6/2011,36.963528,140.395167,76.055219,0.11,,,5540_3351,5540_3351_41,5540_3351_66,5540_3351_66_1,5540_3351_66_10
5/6/2011,37.534306,140.618778,38.647477,1,,,5640_2449,5640_2449_21,5640_2449_15,5640_2449_15_1,5640_2449_15_00
5/6/2011,37.746667,140.597778,52.664949,1.4,,,5640_4497,5640_4497_42,5640_4497_68,5640_4497_68_1,5640_4497_68_01
5/6/2011,37.086111,140.962778,37.746917,0.53,,,5540_5707,5540_5707_13,5540_5707_30,5540_5707_30_1,5540_5707_30_11
5/6/2011,37.788889,140.516667,61.103242,1.1,,,5640_5441,5640_5441_32,5640_5441_63,5640_5441_63_3,5640_5441_63_31
5/6/2011,37.934371,140.396993,79.864016,0.22,,,5640_7321,5640_7321_22,5640_7321_17,5640_7321_17_2,5640_7321_17_12
5/6/2011,37.642315,140.333832,66.40915,0.5,,,5640_3276,5640_3276_21,5640_3276_07,5640_3276_07_3,5640_3276_07_30
5/6/2011,37.507083,140.49175,48.744855,1.7,,,5640_2309,5640_2309_34,5640_2309_83,5640_2309_83_1,5640_2309_83_21
5/6/2011,37.01175,140.971944,45.806772,0.52,,,5540_4717,5540_4717_24,5540_4717_47,5540_4717_47_2,5540_4717_47_02
5/6/2011,37.492806,140.347639,61.081379,0.99,,,5640_1297,5640_1297_22,5640_1297_18,5640_1297_18_1,5640_1297_18_10
5/6/2011,37.044278,140.930333,42.84816,0.43,,,5540_4754,5540_4754_14,5540_4754_34,5540_4754_34_1,5540_4754_34_01
5/6/2011,37.723639,140.983278,33.79317,0.48,,,5640_4768,5640_4768_43,5640_4768_86,5640_4768_86_2,5640_4768_86_13
5/6/2011,37.001778,140.895167,48.161737,0.29,,,5540_4701,5540_4701_21,5540_4701_26,5540_4701_26_1,5540_4701_26_00
5/6/2011,36.948861,140.925639,53.319143,0.18,,,5540_3734,5540_3734_33,5540_3734_80,5540_3734_80_4,5540_3734_80_32
5/6/2011,37.539389,140.389278,58.348902,1.5,,,5640_2341,5640_2341_31,5640_2341_71,5640_2341_71_1,5640_2341_71_12
5/6/2011,37.513,140.51725,46.670549,1.5,,,5640_2411,5640_2411_32,5640_2411_53,5640_2411_53_4,5640_2411_53_23
5/6/2011,37.722222,140.86575,36.455982,3.5,,,5640_4669,5640_4669_32,5640_4669_62,5640_4669_62_4,5640_4669_62_32
5/6/2011,37.711181,141.011302,32.185811,0.48,,,5641_4050,5641_4050_24,5641_4050_39,5641_4050_39_1,5641_4050_39_20
5/6/2011,36.978611,140.935278,49.918452,0.45,,,5540_3774,5540_3774_24,5540_3774_48,5540_3774_48_1,5540_3774_48_11
5/6/2011,37.272472,140.583639,43.057963,0.3,,,5540_7426,5540_7426_41,5540_7426_66,5540_7426_66_4,5540_7426_66_44
5/6/2011,37.041722,140.4985,63.413561,0.24,,,5540_4359,5540_4359_22,5540_4359_08,5540_4359_08_2,5540_4359_08_04
5/6/2011,37.069556,140.944028,39.853767,0.55,,,5540_4785,5540_4785_23,5540_4785_35,5540_4785_35_1,5540_4785_35_21
5/6/2011,37.798611,140.398806,69.843967,1.2,,,5640_5351,5640_5351_44,5640_5351_89,5640_5351_89_1,5640_5351_89_10
5/6/2011,37.092778,140.975556,36.845402,0.44,,,5540_5718,5540_5718_11,5540_5718_10,5540_5718_10_1,5540_5718_10_12
5/6/2011,37.744611,140.612722,51.552569,1.6,,,5640_4499,5640_4499_13,5640_4499_30,5640_4499_30_3,5640_4499_30_20
5/6/2011,37.485917,140.483028,49.113015,1.4,,,5640_1388,5640_1388_23,5640_1388_36,5640_1388_36_1,5640_1388_36_02
5/6/2011,37.858639,140.506028,67.149122,1.8,,,5640_6430,5640_6430_12,5640_6430_04,5640_6430_04_2,5640_6430_04_14
5/6/2011,37.705139,140.98525,31.734617,0.58,,,5640_4748,5640_4748_42,5640_4748_68,5640_4748_68_1,5640_4748_68_01
5/6/2011,37.76375,140.462417,63.038814,1.5,,,5640_5316,5640_5316_42,5640_5316_69,5640_5316_69_4,5640_5316_69_24
5/6/2011,37.557389,140.647472,37.211593,1,,,5640_2561,5640_2561_44,5640_2561_87,5640_2561_87_4,5640_2561_87_44
5/6/2011,37.036139,140.396583,70.80009,0.36,,,5540_4341,5540_4341_23,5540_4341_37,5540_4341_37_1,5540_4341_37_11
5/6/2011,37.7725,140.515,60.020975,1.8,,,5640_5421,5640_5421_31,5640_5421_71,5640_5421_71_2,5640_5421_71_04
5/6/2011,37.481806,140.331028,62.401142,0.63,,,5640_1276,5640_1276_34,5640_1276_84,5640_1276_84_2,5640_1276_84_04
5/6/2011,37.834722,140.385861,73.192792,0.86,,,5640_6300,5640_6300_22,5640_6300_18,5640_6300_18_4,5640_6300_18_33
5/6/2011,37.539944,140.406444,56.88416,2,,,5640_2342,5640_2342_43,5640_2342_75,5640_2342_75_3,5640_2342_75_40
5/6/2011,37.612616,140.343017,64.509693,0.7,,,5640_3237,5640_3237_32,5640_3237_54,5640_3237_54_1,5640_3237_54_02
5/6/2011,37.685472,141.010583,29.341607,0.26,,,5641_4020,5641_4020_24,5641_4020_28,5641_4020_28_3,5641_4020_28_22
5/6/2011,37.045028,140.960778,42.278172,0.41,,,5540_4756,5540_4756_24,5540_4756_48,5540_4756_48_2,5540_4756_48_03
5/6/2011,36.946111,140.911278,53.859249,0.12,,,5540_3732,5540_3732_42,5540_3732_59,5540_3732_59_1,5540_3732_59_10
5/6/2011,37.726972,140.893556,36.031458,2.8,,,5640_4771,5640_4771_12,5640_4771_24,5640_4771_24_2,5640_4771_24_14
5/6/2011,37.717861,140.955167,33.571518,0.56,,,5640_4766,5640_4766_12,5640_4766_14,5640_4766_14_1,5640_4766_14_20
5/6/2011,37.918111,140.422167,77.024697,0.16,,,5640_7303,5640_7303_22,5640_7303_17,5640_7303_17_4,5640_7303_17_33
5/6/2011,37.731222,140.607139,50.895832,1.2,,,5640_4478,5640_4478_41,5640_4478_75,5640_4478_75_2,5640_4478_75_23
5/6/2011,37.709389,140.961917,32.532266,0.8,,,5640_4756,5640_4756_22,5640_4756_19,5640_4756_19_2,5640_4756_19_12
5/6/2011,37.278833,140.616028,40.138452,0.29,,,5540_7439,5540_7439_14,5540_7439_42,5540_7439_42_4,5540_7439_42_24
5/6/2011,37.525333,140.533472,45.593328,1.9,,,5640_2432,5640_2432_21,5640_2432_06,5640_2432_06_2,5640_2432_06_13
5/6/2011,37.024,140.494556,64.998604,0.25,,,5540_4329,5540_4329_43,5540_4329_85,5540_4329_85_4,5540_4329_85_33
5/6/2011,37.006861,140.975917,46.306306,0.42,,,5540_4708,5540_4708_33,5540_4708_80,5540_4708_80_2,5540_4708_80_13
5/6/2011,37.822417,140.390333,72.037932,1,,,5640_5381,5640_5381_31,5640_5381_62,5640_5381_62_3,5640_5381_62_41
5/6/2011,37.498611,140.465417,50.868496,1.7,,,5640_1397,5640_1397_33,5640_1397_82,5640_1397_82_1,5640_1397_82_11
5/6/2011,37.612139,140.34325,64.473043,0.63,,,5640_3237,5640_3237_14,5640_3237_44,5640_3237_44_4,5640_3237_44_23
5/6/2011,36.994083,140.910611,48.6663,0.16,,,5540_3792,5540_3792_24,5540_3792_28,5540_3792_28_3,5540_3792_28_42
5/6/2011,37.077833,140.951611,38.823863,0.29,,,5540_4796,5540_4796_13,5540_4796_31,5540_4796_31_1,5540_4796_31_11
5/6/2011,37.111111,140.990278,34.666508,0.66,,,5540_5739,5540_5739_13,5540_5739_32,5540_5739_32_1,5540_5739_32_11
5/6/2011,37.486275,140.383288,57.863403,0.55,,,5640_1380,5640_1380_23,5640_1380_36,5640_1380_36_4,5640_1380_36_23
5/6/2011,37.538139,140.36875,60.090308,1.1,,,5640_2249,5640_2249_41,5640_2249_55,5640_2249_55_3,5640_2249_55_30
5/6/2011,37.025667,140.9695,44.299903,0.59,,,5540_4737,5540_4737_21,5540_4737_05,5540_4737_05_4,5540_4737_05_43
5/6/2011,36.987444,140.436167,71.569015,0.2,,,5540_3384,5540_3384_24,5540_3384_48,5540_3384_48_4,5540_3384_48_44
5/6/2011,36.904222,140.38325,81.365738,0.07,,,5540_2380,5540_2380_41,5540_2380_56,5540_2380_56_2,5540_2380_56_03
5/6/2011,37.815111,140.417667,69.646376,1.3,,,5640_5373,5640_5373_34,5640_5373_84,5640_5373_84_1,5640_5373_84_00
5/6/2011,37.762111,140.515806,59.227022,1.5,,,5640_5411,5640_5411_14,5640_5411_42,5640_5411_42_4,5640_5411_42_23
5/6/2011,37.536972,140.537167,45.619244,1.6,,,5640_2442,5640_2442_24,5640_2442_49,5640_2442_49_2,5640_2442_49_13
5/6/2011,37.730984,140.896907,36.352032,2.8,,,5640_4771,5640_4771_42,5640_4771_77,5640_4771_77_2,5640_4771_77_02
5/6/2011,36.959722,140.94,51.916967,0.26,,,5540_3755,5540_3755_11,5540_3755_12,5540_3755_12_3,5540_3755_12_30
5/6/2011,37.054556,140.950833,41.377831,0.29,,,5540_4766,5540_4766_31,5540_4766_50,5540_4766_50_2,5540_4766_50_23
5/6/2011,36.946778,140.880028,54.408732,0.13,,,5540_3730,5540_3730_32,5540_3730_64,5540_3730_64_1,5540_3730_64_00
5/6/2011,37.558722,140.650833,37.000296,0.62,,,5640_2572,5640_2572_11,5640_2572_00,5640_2572_00_2,5640_2572_00_23
5/6/2011,37.877639,140.494,69.405789,1.3,,,5640_6359,5640_6359_23,5640_6359_35,5640_6359_35_1,5640_6359_35_01
5/6/2011,37.697917,140.984944,30.943767,0.5,,,5640_4738,5640_4738_44,5640_4738_77,5640_4738_77_4,5640_4738_77_24
5/6/2011,37.715972,140.603611,50.007385,1.4,,,5640_4458,5640_4458_34,5640_4458_92,5640_4458_92_2,5640_4458_92_04
5/6/2011,36.994389,140.972056,47.719754,0.71,,,5540_3797,5540_3797_24,5540_3797_37,5540_3797_37_2,5540_3797_37_13
5/6/2011,37.777917,140.457944,64.305454,2.2,,,5640_5336,5640_5336_23,5640_5336_36,5640_5336_36_3,5640_5336_36_21
5/6/2011,37.735556,140.915778,36.324806,2.3,,,5640_4783,5640_4783_14,5640_4783_22,5640_4783_22_4,5640_4783_22_33
5/6/2011,37.70825,140.928361,33.104509,0.88,,,5640_4744,5640_4744_34,5640_4744_92,5640_4744_92_4,5640_4744_92_43
5/6/2011,37.037597,140.375283,72.219055,0.34,,,5540_4340,5540_4340_31,5540_4340_50,5540_4340_50_1,5540_4340_50_01
5/6/2011,36.966222,140.431861,73.457837,0.2,,,5540_3354,5540_3354_43,5540_3354_95,5540_3354_95_1,5540_3354_95_22
5/6/2011,36.906033,140.365857,82.327032,0.12,,,5540_2289,5540_2289_32,5540_2289_72,5540_2289_72_2,5540_2289_72_13
5/6/2011,37.030222,140.923306,44.505606,0.45,,,5540_4733,5540_4733_42,5540_4733_68,5540_4733_68_2,5540_4733_68_13
5/6/2011,37.124167,140.997222,33.162943,0.61,,,5540_5749,5540_5749_44,5540_5749_97,5540_5749_97_2,5540_5749_97_03
5/6/2011,36.93975,140.86375,55.536541,0.12,,,5540_3629,5540_3629_33,5540_3629_71,5540_3629_71_3,5540_3629_71_30
5/6/2011,37.046528,140.467611,65.142838,0.33,,,5540_4357,5540_4357_32,5540_4357_54,5540_4357_54_3,5540_4357_54_40
5/6/2011,36.987361,140.936306,48.946184,0.31,,,5540_3784,5540_3784_24,5540_3784_49,5540_3784_49_3,5540_3784_49_40
5/6/2011,37.279611,140.634361,38.615994,0.23,,,5540_7530,5540_7530_41,5540_7530_57,5540_7530_57_3,5540_7530_57_22
5/6/2011,37.917667,140.425972,76.755265,0.12,,,5640_7304,5640_7304_11,5640_7304_10,5640_7304_10_2,5640_7304_10_13
5/6/2011,37.580083,140.669417,36.582913,0.72,,,5640_2593,5640_2593_41,5640_2593_65,5640_2593_65_2,5640_2593_65_02
5/6/2011,37.062111,140.975083,40.22505,1,,,5540_4778,5540_4778_13,5540_4778_40,5540_4778_40_3,5540_4778_40_20
5/6/2011,37.734639,140.93075,35.874144,0.63,,,5640_4784,5640_4784_12,5640_4784_14,5640_4784_14_4,5640_4784_14_22
5/6/2011,37.70775,140.579389,51.076043,1,,,5640_4446,5640_4446_34,5640_4446_93,5640_4446_93_2,5640_4446_93_12
5/6/2011,37.710278,140.920639,33.515089,1.2,,,5640_4753,5640_4753_21,5640_4753_26,5640_4753_26_2,5640_4753_26_12
5/6/2011,37.525056,140.355694,60.933607,1.1,,,5640_2238,5640_2238_12,5640_2238_04,5640_2238_04_2,5640_2238_04_02
5/6/2011,36.968611,140.917778,51.297073,0.23,,,5540_3763,5540_3763_12,5540_3763_24,5540_3763_24_1,5540_3763_24_11
5/6/2011,37.797056,140.4235,68.005151,1.4,,,5640_5353,5640_5353_42,5640_5353_68,5640_5353_68_2,5640_5353_68_23
5/6/2011,36.993139,140.976806,47.812392,1,,,5540_3798,5540_3798_11,5540_3798_11,5540_3798_11_3,5540_3798_11_32
5/6/2011,37.748722,140.532778,57.128076,1.2,,,5640_4492,5640_4492_43,5640_4492_86,5640_4492_86_1,5640_4492_86_21
5/6/2011,37.617207,140.374435,62.067739,0.7,,,5640_3249,5640_3249_22,5640_3249_09,5640_3249_09_4,5640_3249_09_32
5/6/2011,37.875828,140.518555,67.792032,1.4,,,5640_6451,5640_6451_12,5640_6451_04,5640_6451_04_4,5640_6451_04_44
5/6/2011,37.726389,140.930472,34.994682,1.8,,,5640_4774,5640_4774_12,5640_4774_14,5640_4774_14_3,5640_4774_14_31
5/6/2011,37.820528,140.414556,70.236401,0.72,,,5640_5383,5640_5383_13,5640_5383_41,5640_5383_41_4,5640_5383_41_33
5/6/2011,37.069987,140.971938,39.394985,0.62,,,5540_4787,5540_4787_24,5540_4787_37,5540_4787_37_4,5540_4787_37_42
5/6/2011,37.051167,140.466306,64.903384,0.27,,,5540_4367,5540_4367_12,5540_4367_13,5540_4367_13_1,5540_4367_13_20
5/6/2011,37.141667,140.998056,31.222548,0.48,,,5540_5779,5540_5779_22,5540_5779_08,5540_5779_08_1,5540_5779_08_02
5/6/2011,37.722361,140.594278,51.093638,1.1,,,5640_4467,5640_4467_41,5640_4467_65,5640_4467_65_3,5640_4467_65_42
5/6/2011,36.920188,140.860437,57.707765,0.22,,,5540_3608,5540_3608_24,5540_3608_48,5540_3608_48_1,5540_3608_48_11
5/6/2011,37.781944,140.490361,62.357537,1.6,,,5640_5339,5640_5339_33,5640_5339_82,5640_5339_82_1,5640_5339_82_11
5/6/2011,37.025167,140.358583,74.233887,0.43,,,5540_4238,5540_4238_21,5540_4238_06,5540_4238_06_2,5540_4238_06_14
5/6/2011,37.013556,140.903139,46.719412,0.25,,,5540_4712,5540_4712_32,5540_4712_62,5540_4712_62_2,5540_4712_62_12
5/6/2011,36.956528,140.44,73.687218,0.2,,,5540_3345,5540_3345_33,5540_3345_72,5540_3345_72_3,5540_3345_72_40
5/6/2011,37.604194,140.355639,63.153997,0.53,,,5640_3228,5640_3228_32,5640_3228_54,5640_3228_54_2,5640_3228_54_02
5/6/2011,37.736583,140.953361,35.639497,0.42,,,5640_4786,5640_4786_14,5640_4786_32,5640_4786_32_4,5640_4786_32_43
5/6/2011,36.970611,140.957667,50.494476,0.29,,,5540_3766,5540_3766_23,5540_3766_46,5540_3766_46_3,5540_3766_46_30
5/6/2011,37.517722,140.331222,62.920859,1,,,5640_2226,5640_2226_12,5640_2226_14,5640_2226_14_2,5640_2226_14_14
5/6/2011,37.756194,140.544278,56.883607,2.3,,,5640_5403,5640_5403_41,5640_5403_75,5640_5403_75_1,5640_5403_75_22
5/6/2011,37.84275,140.514806,65.34628,1.3,,,5640_6411,5640_6411_11,5640_6411_11,5640_6411_11_2,5640_6411_11_14
5/6/2011,37.695111,140.957806,31.053164,0.76,,,5640_4736,5640_4736_23,5640_4736_46,5640_4736_46_1,5640_4736_46_01
5/6/2011,37.904861,140.431722,75.388118,0.18,,,5640_6384,5640_6384_41,5640_6384_55,5640_6384_55_3,5640_6384_55_41
5/6/2011,37.545222,140.660472,35.624445,1,,,5640_2552,5640_2552_24,5640_2552_48,5640_2552_48_1,5640_2552_48_11
5/6/2011,37.724722,140.9225,35.004352,2.3,,,5640_4763,5640_4763_44,5640_4763_98,5640_4763_98_3,5640_4763_98_30
5/6/2011,37.145278,141.0025,30.787467,0.71,,,5541_5070,5541_5070_13,5541_5070_42,5541_5070_42_1,5541_5070_42_10
5/6/2011,37.80525,140.444833,67.097584,1.4,,,5640_5365,5640_5365_41,5640_5365_65,5640_5365_65_2,5640_5365_65_14
5/6/2011,37.2315,140.613722,42.675645,0.25,,,5540_6479,5540_6479_33,5540_6479_70,5540_6479_70_4,5540_6479_70_34
5/6/2011,36.932327,140.842346,56.864864,0.19,,,5540_3617,5540_3617_34,5540_3617_83,5540_3617_83_4,5540_3617_83_34
5/6/2011,37.825972,140.429139,69.628046,1.2,,,5640_5394,5640_5394_12,5640_5394_13,5640_5394_13_1,5640_5394_13_01
5/6/2011,37.797972,140.487806,63.679224,0.85,,,5640_5359,5640_5359_33,5640_5359_70,5640_5359_70_3,5640_5359_70_21
5/6/2011,37.54375,140.331972,63.398876,0.92,,,5640_2256,5640_2256_23,5640_2256_25,5640_2256_25_4,5640_2256_25_22
5/6/2011,37.757083,140.553806,56.313747,1.9,,,5640_5404,5640_5404_34,5640_5404_83,5640_5404_83_1,5640_5404_83_20
5/6/2011,36.952778,140.904167,53.265536,0.19,,,5540_3742,5540_3742_14,5540_3742_33,5540_3742_33_1,5540_3742_33_11
5/6/2011,37.78725,140.437861,66.338957,1.4,,,5640_5345,5640_5345_13,5640_5345_40,5640_5345_40_3,5640_5345_40_31
5/6/2011,37.839917,140.440361,69.888172,0.65,,,5640_6305,5640_6305_33,5640_6305_72,5640_6305_72_3,5640_6305_72_41
5/6/2011,37.835056,140.487611,66.45532,0.7,,,5640_6309,5640_6309_11,5640_6309_20,5640_6309_20_1,5640_6309_20_00
5/6/2011,37.55975,140.334028,63.619087,0.85,,,5640_2276,5640_2276_21,5640_2276_17,5640_2276_17_3,5640_2276_17_31
6/6/2011,37.5115,140.409167,56.012858,2.2,,,5640_2312,5640_2312_23,5640_2312_37,5640_2312_37_3,5640_2312_37_31
6/6/2011,37.655639,140.334806,66.884186,0.31,,,5640_3286,5640_3286_42,5640_3286_67,5640_3286_67_4,5640_3286_67_34
6/6/2011,37.512917,140.329139,63.016528,0.85,,,5640_2216,5640_2216_32,5640_2216_53,5640_2216_53_3,5640_2216_53_21
6/6/2011,37.515417,140.389333,57.815476,0.5,,,5640_2311,5640_2311_33,5640_2311_81,5640_2311_81_3,5640_2311_81_22
6/6/2011,37.549167,140.468639,51.814468,2.3,,,5640_2357,5640_2357_34,5640_2357_94,5640_2357_94_2,5640_2357_94_04
6/6/2011,37.536722,140.436694,54.200085,2.5,,,5640_2344,5640_2344_24,5640_2344_49,5640_2344_49_1,5640_2344_49_01
6/6/2011,37.75525,140.32975,72.250047,0.36,,,5640_5206,5640_5206_32,5640_5206_63,5640_5206_63_2,5640_5206_63_13
6/6/2011,37.537833,140.562056,43.538575,1.7,,,5640_2444,5640_2444_42,5640_2444_59,5640_2444_59_2,5640_2444_59_13
